CategoryString,_raw,_time,action,app,bid,bunit,category,change_type,city,country,cve,cvss,cvss_base_score,cvss_temporal_score,cvss_temporal_vector,cvss_vector,cwe,dest,dest_asset_id,dest_asset_tag,dest_bunit,dest_category,dest_city,dest_country,dest_dns,dest_ip,dest_is_expected,dest_lat,dest_long,dest_mac,dest_nt_host,dest_owner,dest_pci_domain,dest_port,dest_port_proto,dest_priority,dest_requires_av,dest_service,dest_should_timesync,dest_should_update,dns,enabled,end_time,eventtype,host,ids_type,index,ip,is_expected,lat,linecount,long,mac,name,nessus_os,nessus_plugin_id,nt_host,object,object_category,os,osvdb,owner,pci_domain,priority,product,protocol,protocol_name,punct,range,requires_av,result,severity,severity_id,should_timesync,should_update,signature,signature_family,signature_id,source,sourcetype,splunk_server,splunk_server_group,src,src_asset_id,src_asset_tag,src_bunit,src_category,src_city,src_country,src_dns,src_ip,src_is_expected,src_lat,src_long,src_mac,src_nt_host,src_owner,src_pci_domain,src_priority,src_requires_av,src_should_timesync,src_should_update,start_time,status,status_description,subject,ta_windows_security_CategoryString,tag,tag::action,tag::app,tag::dest_requires_av,tag::dest_should_timesync,tag::dest_should_update,tag::eventtype,tag::is_expected,tag::requires_av,tag::should_timesync,tag::should_update,tag::signature,tag::sourcetype,threat_intel_source,timestamp,transport,user_type,vendor,vendor_product,xref
,"start_time=""Wed Feb 19 23:02:55 2020"" end_time=""Wed Feb 19 23:02:55 2020"" dest_dns=""HOST-003"" dest_nt_host=""ACME-003"" dest_mac=""2f:29:25:a5:78:de"" dest_ip=""10.11.36.28"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""4.3"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P"" dest_port_proto=""general"" severity_id=""0"" signature_id=""11620"" signature=""Terminal Services Encryption Level is Medium or Low"" bid=""32319"" cve=""CVE-2005-3398"" cve=""CVE-2005-3398"" cve=""CVE-2005-3398"" osvdb=""8230"" osvdb=""299"" xref=""OSVDB:8230"" xref=""OSVDB:299"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:42:58.000+0000,,,32319,,,,,,"CVE-2005-3398
CVE-2005-3398
CVE-2005-3398",4.3,4.3,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P,,HOST-003,,,,,,,HOST-003,10.11.36.28,false,,,2f:29:25:a5:78:de,ACME-003,,untrust,,general,,false,,false,false,,,Wed Feb 19 23:02:55 2020,nessus nessus_misconfigured_wireless_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11620,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","8230
299",,,,Nessus,,,Err:509,,,,informational,0,,,Terminal Services Encryption Level is Medium or Low,,11620,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:02:55 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,"OSVDB:8230
OSVDB:299"
,"start_time=""Wed Feb 19 22:46:24 2020"" end_time=""Wed Feb 19 22:46:24 2020"" dest_dns=""HOST-003"" dest_nt_host=""ACME-005"" dest_mac=""74:c2:0a:56:49:99"" dest_ip=""10.11.36.8"" os=""Cisco Router"" dest_port_proto=""general"" severity_id=""2"" signature_id=""11620"" signature=""Terminal Services Encryption Level is Medium or Low"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:41:54.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.8,false,,,74:c2:0a:56:49:99,ACME-005,,untrust,,general,,false,,false,false,,,Wed Feb 19 22:46:24 2020,nessus nessus_misconfigured_wireless_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Cisco Router,11620,,,,Cisco Router,,,,,Nessus,,,Err:509,,,,medium,2,,,Terminal Services Encryption Level is Medium or Low,,11620,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 22:46:24 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,
,"start_time=""Wed Feb 19 22:56:56 2020"" end_time=""Wed Feb 19 22:56:56 2020"" dest_dns=""HOST-003"" dest_mac=""ba:b7:72:7a:16:30"" dest_ip=""10.11.36.17"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""5.1"" cvss_vector=""CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N"" dest_port_proto=""microsoft-ds(139/tcp)"" severity_id=""2"" signature_family=""Settings"" signature_id=""11620"" signature=""Terminal Services Encryption Level is Medium or Low"" bid=""75541"" cve=""CVE-2017-7472"" cve=""CVE-2017-17428"" cve=""CVE-2017-12193"" osvdb=""8230"" osvdb=""299"" xref=""OSVDB:8230"" xref=""OSVDB:299"" xref=""IAVB:2013-B-0083"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:41:29.000+0000,,,75541,,,,,,"CVE-2017-7472
CVE-2017-17428
CVE-2017-12193",5.1,5.1,,,CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.17,false,,,ba:b7:72:7a:16:30,,,untrust,139,microsoft-ds(139/tcp),,false,,false,false,,,Wed Feb 19 22:56:56 2020,nessus nessus_misconfigured_wireless_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11620,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","8230
299",,,,Nessus,,,Err:509,,,,medium,2,,,Terminal Services Encryption Level is Medium or Low,Settings,11620,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 22:56:56 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:8230
OSVDB:299
IAVB:2013-B-0083"
,"start_time=""Wed Feb 19 23:21:32 2020"" end_time=""Wed Feb 19 23:21:32 2020"" dest_ip=""10.11.36.4"" os=""Microsoft Windows XP Professional SP3"" dest_port_proto=""unknown (4105/tcp)"" severity_id=""4"" signature_id=""19506"" signature=""Nessus Scan Information"" dest_dns=""HOST-003"" dest_nt_host=""ops-sys-004"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:40:26.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.4,false,,,,ops-sys-004,,untrust,4105,unknown (4105/tcp),,false,,false,false,,,Wed Feb 19 23:21:32 2020,nessus nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Microsoft Windows XP Professional SP3,19506,,,,Microsoft Windows XP Professional SP3,,,,,Nessus,,,Err:509,,,,critical,4,,,Nessus Scan Information,,19506,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:21:32 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Wed Feb 19 22:48:42 2020"" end_time=""Wed Feb 19 22:48:42 2020"" dest_dns=""HOST-003"" dest_mac=""73:09:b0:ec:6a:35"" dest_ip=""10.11.36.27"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""4.3"" cvss_temporal_score=""4.3"" cvss_temporal_vector=""CVSS2#E:F/RL:OF/RC:C"" cvss_vector=""CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N"" dest_port_proto=""epmap(135/tcp)"" severity_id=""2"" signature_family=""Settings"" signature_id=""19506"" signature=""Nessus Scan Information"" bid=""52370"" cve=""CVE-2017-12193"" cve=""CVE-2017-3144"" cve=""CVE-2017-7472"" osvdb=""17131"" osvdb=""8230"" xref=""OSVDB:17131"" xref=""OSVDB:8230"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:38:17.000+0000,,,52370,,,,,,"CVE-2017-12193
CVE-2017-3144
CVE-2017-7472",4.3,4.3,4.3,CVSS2#E:F/RL:OF/RC:C,CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.27,false,,,73:09:b0:ec:6a:35,,,untrust,135,epmap(135/tcp),,false,,false,false,,,Wed Feb 19 22:48:42 2020,nessus nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",19506,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","17131
8230",,,,Nessus,,,Err:509,,,,medium,2,,,Nessus Scan Information,Settings,19506,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 22:48:42 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:17131
OSVDB:8230"
,"start_time=""Wed Feb 19 22:58:42 2020"" end_time=""Wed Feb 19 22:58:42 2020"" dest_dns=""HOST-003"" dest_nt_host=""ACME-003"" dest_mac=""f0:6c:88:2a:34:52"" dest_ip=""10.11.36.6"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""2.6"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N"" dest_port_proto=""el-random(1820/tcp)"" severity_id=""1"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" bid=""52370"" cve=""CVE-2005-3398"" osvdb=""17131"" xref=""OSVDB:17131"" xref=""IAVB:2013-B-0083"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:37:33.000+0000,,,52370,,,,,,CVE-2005-3398,2.6,2.6,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.6,false,,,f0:6c:88:2a:34:52,ACME-003,,untrust,1820,el-random(1820/tcp),,false,,false,false,,,Wed Feb 19 22:58:42 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",34418,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",17131,,,,Nessus,,,Err:509,,,,low,1,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 22:58:42 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:17131
IAVB:2013-B-0083"
,"start_time=""Wed Feb 19 23:12:16 2020"" end_time=""Wed Feb 19 23:12:16 2020"" dest_dns=""HOST-003"" dest_nt_host=""HOST-006"" dest_mac=""c0:eb:cf:50:74:6d"" dest_ip=""10.11.36.10"" os=""Cisco Router"" dest_port_proto=""netbios-ssn(139/tcp)"" severity_id=""1"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:34:16.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.10,false,,,c0:eb:cf:50:74:6d,HOST-006,,untrust,139,netbios-ssn(139/tcp),,false,,false,false,,,Wed Feb 19 23:12:16 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Cisco Router,34418,,,,Cisco Router,,,,,Nessus,,,Err:509,,,,low,1,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:12:16 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Wed Feb 19 23:07:38 2020"" end_time=""Wed Feb 19 23:07:38 2020"" dest_ip=""10.11.36.14"" os=""Microsoft Windows XP Professional SP3"" dest_port_proto=""el-random(2426/tcp)"" severity_id=""4"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" dest_dns=""HOST-003"" dest_nt_host=""PROD-POS-001"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:33:51.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.14,false,,,,PROD-POS-001,,untrust,2426,el-random(2426/tcp),,false,,false,false,,,Wed Feb 19 23:07:38 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,Microsoft Windows XP Professional SP3,11026,,,,Microsoft Windows XP Professional SP3,,,,,Nessus,,,Err:509,,,,critical,4,,,Unknown Service Detection: Banner Retrieval,,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:07:38 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Wed Feb 19 22:37:36 2020"" end_time=""Wed Feb 19 22:37:36 2020"" dest_dns=""HOST-003"" dest_nt_host=""ACME-003"" dest_mac=""03:53:39:5b:ed:ab"" dest_ip=""10.11.36.22"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" dest_port_proto=""general"" severity_id=""1"" signature_id=""19506"" signature=""Nessus Scan Information"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:33:11.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.22,false,,,03:53:39:5b:ed:ab,ACME-003,,untrust,,general,,false,,false,false,,,Wed Feb 19 22:37:36 2020,nessus nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",19506,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",,,,,Nessus,,,Err:509,,,,low,1,,,Nessus Scan Information,,19506,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 22:37:36 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,
,"start_time=""Wed Feb 19 23:26:10 2020"" end_time=""Wed Feb 19 23:26:10 2020"" dest_dns=""HOST-003"" dest_nt_host=""HOST-001"" dest_mac=""6a:83:f8:c6:5a:fc"" dest_ip=""10.11.36.16"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" dest_port_proto=""el-random(827/tcp)"" severity_id=""3"" signature_id=""12122"" signature=""Terminal Services Encryption Level is not FIPS-140 Compliant"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:32:06.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.16,false,,,6a:83:f8:c6:5a:fc,HOST-001,,untrust,827,el-random(827/tcp),,false,,false,false,,,Wed Feb 19 23:26:10 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",12122,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",,,,,Nessus,,,Err:509,,,,high,3,,,Terminal Services Encryption Level is not FIPS-140 Compliant,,12122,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:26:10 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Wed Feb 19 23:22:45 2020"" end_time=""Wed Feb 19 23:22:45 2020"" dest_dns=""HOST-003"" dest_mac=""19:61:3c:3e:20:84"" dest_ip=""10.11.36.20"" os=""Cisco Router"" dest_port_proto=""msrdp (3389/tcp)"" severity_id=""4"" signature_family=""Settings"" signature_id=""11620"" signature=""Terminal Services Encryption Level is Medium or Low"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:31:40.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.20,false,,,19:61:3c:3e:20:84,,,untrust,3389,msrdp (3389/tcp),,false,,false,false,,,Wed Feb 19 23:22:45 2020,nessus nessus_misconfigured_wireless_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Cisco Router,11620,,,,Cisco Router,,,,,Nessus,,,Err:509,,,,critical,4,,,Terminal Services Encryption Level is Medium or Low,Settings,11620,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:22:45 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Wed Feb 19 23:17:35 2020"" end_time=""Wed Feb 19 23:17:35 2020"" dest_dns=""HOST-003"" dest_mac=""73:09:b0:ec:6a:35"" dest_ip=""10.11.36.13"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" dest_port_proto=""general"" severity_id=""0"" signature_family=""Settings"" signature_id=""19506"" signature=""Nessus Scan Information"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:31:40.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.13,false,,,73:09:b0:ec:6a:35,,,untrust,,general,,false,,false,false,,,Wed Feb 19 23:17:35 2020,nessus nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",19506,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",,,,,Nessus,,,Err:509,,,,informational,0,,,Nessus Scan Information,Settings,19506,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:17:35 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,
,"start_time=""Wed Feb 19 23:08:14 2020"" end_time=""Wed Feb 19 23:08:14 2020"" dest_dns=""HOST-003"" dest_nt_host=""PROD-POS-001"" dest_mac=""74:c2:0a:56:49:99"" dest_ip=""10.11.36.11"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""2.6"" cvss_vector=""CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N"" dest_port_proto=""netbios-ssn(139/tcp)"" severity_id=""4"" signature_id=""11620"" signature=""Terminal Services Encryption Level is Medium or Low"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:31:00.000+0000,,,,,,,,,,2.6,2.6,,,CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.11,false,,,74:c2:0a:56:49:99,PROD-POS-001,,untrust,139,netbios-ssn(139/tcp),,false,,false,false,,,Wed Feb 19 23:08:14 2020,nessus nessus_misconfigured_wireless_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11620,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",,,,,Nessus,,,Err:509,,,,critical,4,,,Terminal Services Encryption Level is Medium or Low,,11620,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:08:14 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Wed Feb 19 23:16:41 2020"" end_time=""Wed Feb 19 23:16:41 2020"" dest_dns=""HOST-003"" dest_mac=""74:c2:0a:56:49:99"" dest_ip=""10.11.36.1"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" dest_port_proto=""el-random(2426/tcp)"" severity_id=""0"" signature_family=""General"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:30:38.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.1,false,,,74:c2:0a:56:49:99,,,untrust,2426,el-random(2426/tcp),,false,,false,false,,,Wed Feb 19 23:16:41 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",34418,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",,,,,Nessus,,,Err:509,,,,informational,0,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,General,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:16:41 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Wed Feb 19 23:20:54 2020"" end_time=""Wed Feb 19 23:20:54 2020"" dest_ip=""10.11.36.25"" os=""Microsoft Windows XP Professional SP3"" dest_port_proto=""epmap(135/tcp)"" severity_id=""4"" signature_id=""11620"" signature=""Terminal Services Encryption Level is Medium or Low"" dest_dns=""HOST-003"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:30:36.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.25,false,,,,,,untrust,135,epmap(135/tcp),,false,,false,false,,,Wed Feb 19 23:20:54 2020,nessus nessus_misconfigured_wireless_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Microsoft Windows XP Professional SP3,11620,,,,Microsoft Windows XP Professional SP3,,,,,Nessus,,,Err:509,,,,critical,4,,,Terminal Services Encryption Level is Medium or Low,,11620,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:20:54 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Wed Feb 19 23:07:51 2020"" end_time=""Wed Feb 19 23:07:51 2020"" dest_ip=""10.11.36.1"" os=""Cisco Router"" dest_port_proto=""netbios-ssn(139/tcp)"" severity_id=""4"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" dest_dns=""HOST-003"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:29:42.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.1,false,,,,,,untrust,139,netbios-ssn(139/tcp),,false,,false,false,,,Wed Feb 19 23:07:51 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Cisco Router,34418,,,,Cisco Router,,,,,Nessus,,,Err:509,,,,critical,4,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 23:07:51 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Wed Feb 19 22:51:48 2020"" end_time=""Wed Feb 19 22:51:48 2020"" dest_dns=""HOST-003"" dest_nt_host=""HOST-006"" dest_mac=""76:a1:f8:7a:5b:6c"" dest_ip=""10.11.36.1"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""2.6"" cvss_vector=""CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N"" dest_port_proto=""netbios-ssn(139/tcp)"" severity_id=""0"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" bid=""73310"" cve=""CVE-2017-15649"" cve=""CVE-2017-15649"" cve=""CVE-2017-15649"" osvdb=""299"" osvdb=""17131"" xref=""OSVDB:299"" xref=""OSVDB:17131"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:29:18.000+0000,,,73310,,,,,,"CVE-2017-15649
CVE-2017-15649
CVE-2017-15649",2.6,2.6,,,CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.1,false,,,76:a1:f8:7a:5b:6c,HOST-006,,untrust,139,netbios-ssn(139/tcp),,false,,false,false,,,Wed Feb 19 22:51:48 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","299
17131",,,,Nessus,,,Err:509,,,,informational,0,,,Unknown Service Detection: Banner Retrieval,,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 22:51:48 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:299
OSVDB:17131"
,"start_time=""Wed Feb 19 22:32:16 2020"" end_time=""Wed Feb 19 22:32:16 2020"" dest_dns=""HOST-003"" dest_nt_host=""ACME-006"" dest_mac=""e2:64:ae:81:26:f7"" dest_ip=""10.11.36.29"" os=""Cisco Router"" dest_port_proto=""general"" severity_id=""2"" signature_id=""19506"" signature=""Nessus Scan Information"" 
---splunk-ta-nessus-end-of-event---

",2020-02-19T23:29:18.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.29,false,,,e2:64:ae:81:26:f7,ACME-006,,untrust,,general,,false,,false,false,,,Wed Feb 19 22:32:16 2020,nessus nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Cisco Router,19506,,,,Cisco Router,,,,,Nessus,,,Err:509,,,,medium,2,,,Nessus Scan Information,,19506,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 22:32:16 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,
